movie,director,movie_year,critic,critic_country,critic_org,Bechdel_test,director_gender
No Country For Old Men,Joel and Ethan Coen,2007,Rebecca Laurence,UK,BBC Culture,,M
A Separation,Asghar Farhadi,2011,Rebecca Laurence,UK,BBC Culture,pass,M
Ratatouille,Brad Bird and Jan Pinkava,2007,Rebecca Laurence,UK,BBC Culture,nopass,
In the Mood for Love,Wong Kar-wai,2000,Rebecca Laurence,UK,BBC Culture,,M
Children of Men,Alfonso Cuarón,2006,Richard Lawson,US,Vanity Fair,pass,M
No Country For Old Men,Joel and Ethan Coen,2007,Richard Lawson,US,Vanity Fair,,M
Before Sunset,Richard Linklater,2004,Richard Lawson,US,Vanity Fair,nopass,M
Summer Hours,Olivier Assayas,2008,Richard Lawson,US,Vanity Fair,,M
Eternal Sunshine of the Spotless Mind,Michel Gondry,2004,Richard Lawson,US,Vanity Fair,nopass,M
Wet Hot American Summer,David Wain,2001,Richard Lawson,US,Vanity Fair,pass,
Cast Away,Robert Zemeckis,2000,Richard Lawson,US,Vanity Fair,nopass,M
Caché,Michael Haneke,2005,Richard Lawson,US,Vanity Fair,,M
Traffic,Steven Soderbergh,2000,Richard Lawson,US,Vanity Fair,pass,M
Weekend,Andrew Haigh,2011,Richard Lawson,US,Vanity Fair,nopass,
Yi Yi: A One and a Two,Edward Yang,2000,Maggie Lee,Hong Kong,Variety,,M
Café Lumière,Hou Hsiao-hsien,2003,Maggie Lee,Hong Kong,Variety,,M
"4 Months, 3 Weeks & 2 Days",Cristian Mungiu,2007,Maggie Lee,Hong Kong,Variety,,
The White Ribbon,Michael Haneke,2009,Maggie Lee,Hong Kong,Variety,,M
In the Mood for Love,Wong Kar-wai,2000,Maggie Lee,Hong Kong,Variety,,M
Millennium Actress,Satoshi Kon,2001,Maggie Lee,Hong Kong,Variety,nopass,
Spirited Away,Hayao Miyazaki,2001,Maggie Lee,Hong Kong,Variety,pass,M
A Separation,Asghar Farhadi,2011,Maggie Lee,Hong Kong,Variety,pass,M
35 Shots of Rum,Claire Denis,2008,Maggie Lee,Hong Kong,Variety,pass,F
Toni Erdmann,Maren Ade,2016,Maggie Lee,Hong Kong,Variety,pass,
The Grand Budapest Hotel,Wes Anderson,2014,Anastasiya Lelyukh,UAE,Front Row Filmed Entertainment,nopass,M
Brooklyn,John Crowley,2015,Anastasiya Lelyukh,UAE,Front Row Filmed Entertainment,pass,
Mad Max: Fury Road,George Miller,2015,Anastasiya Lelyukh,UAE,Front Row Filmed Entertainment,pass,M
Pan's Labyrinth,Guillermo Del Toro,2006,Anastasiya Lelyukh,UAE,Front Row Filmed Entertainment,,
Hotel Rwanda,Terry George,2004,Anastasiya Lelyukh,UAE,Front Row Filmed Entertainment,,M
Silver Linings Playbook,David O. Russell,2012,Anastasiya Lelyukh,UAE,Front Row Filmed Entertainment,pass,M
Birdman,Alejandro González Iñárritu,2014,Anastasiya Lelyukh,UAE,Front Row Filmed Entertainment,pass,M
Inception,Christopher Nolan,2010,Anastasiya Lelyukh,UAE,Front Row Filmed Entertainment,pass,M
The Curious Case of Benjamin Button,David Fincher,2008,Anastasiya Lelyukh,UAE,Front Row Filmed Entertainment,pass,M
Inglourious Basterds,Quentin Tarantino,2009,Anastasiya Lelyukh,UAE,Front Row Filmed Entertainment,pass,M
Moulin Rouge!,Baz Luhrmann,2001,Guy Lodge,UK,Variety/The Observer,pass,M
White Material,Claire Denis,2009,Guy Lodge,UK,Variety/The Observer,pass,F
Birth,Jonathan Glazer,2004,Guy Lodge,UK,Variety/The Observer,,
Eternal Sunshine of the Spotless Mind,Michel Gondry,2004,Guy Lodge,UK,Variety/The Observer,nopass,M
Talk to Her,Pedro Almodóvar,2002,Guy Lodge,UK,Variety/The Observer,,M
Wendy and Lucy,Kelly Reichardt,2008,Guy Lodge,UK,Variety/The Observer,pass,M
Spirited Away,Hayao Miyazaki,2001,Guy Lodge,UK,Variety/The Observer,pass,M
Gravity,Alfonso Cuarón,2013,Guy Lodge,UK,Variety/The Observer,nopass,M
Tabu,Miguel Gomes,2012,Guy Lodge,UK,Variety/The Observer,pass,
Weekend,Andrew Haigh,2011,Guy Lodge,UK,Variety/The Observer,nopass,
In the Mood for Love,Wong Kar-wai,2000,Mario Naito López,Cuba,Cuban Film Press Association,,M
"Spring, Summer, Fall, Winter…and Spring",Kim Ki-duk,2003,Mario Naito López,Cuba,Cuban Film Press Association,,M
A History of Violence,David Cronenberg,2005,Mario Naito López,Cuba,Cuban Film Press Association,pass,M
Talk to Her,Pedro Almodóvar,2002,Mario Naito López,Cuba,Cuban Film Press Association,,M
Carol,Todd Haynes,2015,Mario Naito López,Cuba,Cuban Film Press Association,pass,M
Melancholia,Lars von Trier,2011,Mario Naito López,Cuba,Cuban Film Press Association,pass,M
The White Ribbon,Michael Haneke,2009,Mario Naito López,Cuba,Cuban Film Press Association,,M
The Return,Andrey Zvyagintsev,2003,Mario Naito López,Cuba,Cuban Film Press Association,,
The Child,Jean-Pierre and Luc Dardenne,2005,Mario Naito López,Cuba,Cuban Film Press Association,,
Silent Light,Carlos Reygadas,2007,Mario Naito López,Cuba,Cuban Film Press Association,,
In the Mood for Love,Wong Kar-wai,2000,Verena Lueken,Germany,Frankfurter Allgemeine Zeitung,,M
Tropical Malady,Apichatpong Weerasethakul,2004,Verena Lueken,Germany,Frankfurter Allgemeine Zeitung,nopass,M
Mulholland Drive,David Lynch,2001,Verena Lueken,Germany,Frankfurter Allgemeine Zeitung,,M
The Assassin,Hou Hsiao-hsien,2015,Verena Lueken,Germany,Frankfurter Allgemeine Zeitung,,M
Shame,Steve McQueen,2011,Verena Lueken,Germany,Frankfurter Allgemeine Zeitung,nopass,M
Spirited Away,Hayao Miyazaki,2001,Verena Lueken,Germany,Frankfurter Allgemeine Zeitung,pass,M
The Hurt Locker,Kathryn Bigelow,2008,Verena Lueken,Germany,Frankfurter Allgemeine Zeitung,nopass,F
Toni Erdmann,Maren Ade,2016,Verena Lueken,Germany,Frankfurter Allgemeine Zeitung,pass,
Winter's Bone,Debra Granik,2010,Verena Lueken,Germany,Frankfurter Allgemeine Zeitung,pass,F
A Prophet,Jacques Audiard,2009,Verena Lueken,Germany,Frankfurter Allgemeine Zeitung,,M
Moon,Duncan Jones,2009,Fiona Macdonald,UK,BBC Culture,nopass,M
The Great Beauty,Paolo Sorrentino,2013,Fiona Macdonald,UK,BBC Culture,,
The Lives of Others,Florian Henckel von Donnersmarck,2006,Fiona Macdonald,UK,BBC Culture,,M
In the Mood for Love,Wong Kar-wai,2000,Fiona Macdonald,UK,BBC Culture,,M
The Taste of Others,Agnès Jaoui,2000,Fiona Macdonald,UK,BBC Culture,,
Wild Tales,Damián Szifrón,2014,Fiona Macdonald,UK,BBC Culture,,
Bridesmaids,Paul Feig,2011,Fiona Macdonald,UK,BBC Culture,pass,
Eternal Sunshine of the Spotless Mind,Michel Gondry,2004,Fiona Macdonald,UK,BBC Culture,nopass,M
"O Brother, Where Art Thou?",Joel and Ethan Coen,2000,Fiona Macdonald,UK,BBC Culture,nopass,M
Inglourious Basterds,Quentin Tarantino,2009,Fiona Macdonald,UK,BBC Culture,pass,M
Once Upon a Time in Anatolia,Nuri Bilge Ceylan,2011,Laya Maheshwari,India,Freelance film critic,,
The Assassination of Jesse James by the Coward Robert Ford,Andrew Dominik,2007,Laya Maheshwari,India,Freelance film critic,nopass,
The Social Network,David Fincher,2010,Laya Maheshwari,India,Freelance film critic,nopass,M
The Grand Budapest Hotel,Wes Anderson,2014,Laya Maheshwari,India,Freelance film critic,nopass,M
The Lord of the Rings: The Fellowship of the Ring,Peter Jackson,2001,Laya Maheshwari,India,Freelance film critic,nopass,M
The Tree of Life,Terrence Malick,2011,Laya Maheshwari,India,Freelance film critic,nopass,M
Holy Motors,Leos Carax,2012,Laya Maheshwari,India,Freelance film critic,nopass,
Timbuktu,Abderrahmane Sissako,2014,Laya Maheshwari,India,Freelance film critic,,
No,Pablo Larraín,2012,Laya Maheshwari,India,Freelance film critic,nopass,
Pan's Labyrinth,Guillermo Del Toro,2006,Laya Maheshwari,India,Freelance film critic,,
Moolaadé,Ousmane Sembène,2004,Hans-Christian Mahnke,Namibia,AfricAvenir.org,,
Days of Glory,Rachid Bouchareb,2006,Hans-Christian Mahnke,Namibia,AfricAvenir.org,,
Timbuktu,Abderrahmane Sissako,2014,Hans-Christian Mahnke,Namibia,AfricAvenir.org,,
Making Of,Nouri Bouzid,2006,Hans-Christian Mahnke,Namibia,AfricAvenir.org,,
House of Flying Daggers,Zhang Yimou,2004,Hans-Christian Mahnke,Namibia,AfricAvenir.org,,
City of God,Fernando Meirelles and Kátia Lund,2002,Hans-Christian Mahnke,Namibia,AfricAvenir.org,nopass,
Miners Shot Down,Rehad Desai,2014,Hans-Christian Mahnke,Namibia,AfricAvenir.org,,
678,Mohamed Diab,2010,Hans-Christian Mahnke,Namibia,AfricAvenir.org,,
Hijack Stories,Oliver Schmitz,2000,Hans-Christian Mahnke,Namibia,AfricAvenir.org,,
Waltz with Bashir,Ari Folman,2008,Hans-Christian Mahnke,Namibia,AfricAvenir.org,nopass,
No Country For Old Men,Joel and Ethan Coen,2007,Ben Mankiewicz,US,Turner Classic Movies,,M
Spotlight,Tom McCarthy,2015,Ben Mankiewicz,US,Turner Classic Movies,nopass,M
United 93,Paul Greengrass,2006,Ben Mankiewicz,US,Turner Classic Movies,,M
The Gatekeepers,Dror Moreh,2012,Ben Mankiewicz,US,Turner Classic Movies,,
Sexy Beast,Jonathan Glazer,2000,Ben Mankiewicz,US,Turner Classic Movies,nopass,
A Separation,Asghar Farhadi,2011,Ben Mankiewicz,US,Turner Classic Movies,pass,M
Memento,Christopher Nolan,2000,Ben Mankiewicz,US,Turner Classic Movies,nopass,M
Letters From Iwo Jima,Clint Eastwood,2006,Ben Mankiewicz,US,Turner Classic Movies,,M
Anchorman: The Legend of Ron Burgundy,Adam McKay,2004,Ben Mankiewicz,US,Turner Classic Movies,pass,M
The Wrestler,Darren Aronofsky,2008,Ben Mankiewicz,US,Turner Classic Movies,nopass,M
Los Angeles Plays Itself,Thom Andersen,2003,Calum Marsh,Canada,Freelance film critic,,
Mulholland Drive,David Lynch,2001,Calum Marsh,Canada,Freelance film critic,,M
Goodbye to Language,Jean-Luc Godard,2014,Calum Marsh,Canada,Freelance film critic,,M
Millennium Mambo,Hou Hsiao-hsien,2001,Calum Marsh,Canada,Freelance film critic,,M
Margaret,Kenneth Lonergan,2011,Calum Marsh,Canada,Freelance film critic,pass,M
Crank,Mark Neveldine and Brian Taylor,2006,Calum Marsh,Canada,Freelance film critic,nopass,
The Forest for the Trees,Maren Ade,2003,Calum Marsh,Canada,Freelance film critic,pass,
Miami Vice,Michael Mann,2006,Calum Marsh,Canada,Freelance film critic,nopass,M
Woman on the Beach,Hong Sang-soo,2006,Calum Marsh,Canada,Freelance film critic,,
The Son,Jean-Pierre and Luc Dardenne,2002,Calum Marsh,Canada,Freelance film critic,,
Yi Yi: A One and a Two,Edward Yang,2000,Lee Marshall,Italy,Screen International,,M
The White Ribbon,Michael Haneke,2009,Lee Marshall,Italy,Screen International,,M
Fish Tank,Andrea Arnold,2009,Lee Marshall,Italy,Screen International,pass,
Spirited Away,Hayao Miyazaki,2001,Lee Marshall,Italy,Screen International,pass,M
Timbuktu,Abderrahmane Sissako,2014,Lee Marshall,Italy,Screen International,,
"4 Months, 3 Weeks & 2 Days",Cristian Mungiu,2007,Lee Marshall,Italy,Screen International,,
No Country For Old Men,Joel and Ethan Coen,2007,Lee Marshall,Italy,Screen International,,M
Silent Souls,Aleksey Fedorchenko,2010,Lee Marshall,Italy,Screen International,,
A Separation,Asghar Farhadi,2011,Lee Marshall,Italy,Screen International,pass,M
Nostalgia for the Light,Patricio Guzmán,2010,Lee Marshall,Italy,Screen International,,
Holy Motors,Leos Carax,2012,Adrian Martin,Australia,Lola Magazine,nopass,
Lifeline,Víctor Erice,2002,Adrian Martin,Australia,Lola Magazine,,
Certified Copy,Abbas Kiarostami,2010,Adrian Martin,Australia,Lola Magazine,pass,M
Kung Fu Hustle,Stephen Chow,2004,Adrian Martin,Australia,Lola Magazine,nopass,
Instructions for a Light and Sound Machine,Peter Tscherkassky,2005,Adrian Martin,Australia,Lola Magazine,,
Un lac,Philippe Grandrieux,2008,Adrian Martin,Australia,Lola Magazine,,
Detention,Joseph Kahn,2011,Adrian Martin,Australia,Lola Magazine,pass,
A Vingança de Uma Mulher,Rita Azevedo Gomes,2012,Adrian Martin,Australia,Lola Magazine,,
Mia Madre,Nanni Moretti,2015,Adrian Martin,Australia,Lola Magazine,,M
Femme Fatale,Brian De Palma,2002,Adrian Martin,Australia,Lola Magazine,pass,M
The Wolf of Wall Street,Martin Scorsese,2013,Antonio Martínez,Chile,El Mercurio,pass,M
No Country For Old Men,Joel and Ethan Coen,2007,Antonio Martínez,Chile,El Mercurio,,M
Spirited Away,Hayao Miyazaki,2001,Antonio Martínez,Chile,El Mercurio,pass,M
Million Dollar Baby,Clint Eastwood,2004,Antonio Martínez,Chile,El Mercurio,pass,M
The Ghost Writer,Roman Polanski,2010,Antonio Martínez,Chile,El Mercurio,nopass,M
The Son's Room,Nanni Moretti,2001,Antonio Martínez,Chile,El Mercurio,,M
A History of Violence,David Cronenberg,2005,Antonio Martínez,Chile,El Mercurio,pass,M
Talk to Her,Pedro Almodóvar,2002,Antonio Martínez,Chile,El Mercurio,,M
Before the Devil Knows You're Dead,Sidney Lumet,2007,Antonio Martínez,Chile,El Mercurio,nopass,M
Match Point,Woody Allen,2005,Antonio Martínez,Chile,El Mercurio,pass,M
Carlos,Olivier Assayas,2010,Todd McCarthy,US,The Hollywood Reporter,,M
Zodiac,David Fincher,2007,Todd McCarthy,US,The Hollywood Reporter,nopass,M
Leviathan,Andrey Zvyagintsev,2014,Todd McCarthy,US,The Hollywood Reporter,pass,
Mulholland Drive,David Lynch,2001,Todd McCarthy,US,The Hollywood Reporter,,M
The Assassination of Jesse James by the Coward Robert Ford,Andrew Dominik,2007,Todd McCarthy,US,The Hollywood Reporter,nopass,
The Incredibles,Brad Bird,2004,Todd McCarthy,US,The Hollywood Reporter,pass,M
Children of Men,Alfonso Cuarón,2006,Todd McCarthy,US,The Hollywood Reporter,pass,M
Fantastic Mr Fox,Wes Anderson,2009,Todd McCarthy,US,The Hollywood Reporter,,M
Grizzly Man,Werner Herzog,2005,Todd McCarthy,US,The Hollywood Reporter,,M
Brokeback Mountain,Ang Lee,2005,Todd McCarthy,US,The Hollywood Reporter,nopass,M
You Ain’t Seen Nothin’ Yet,Alain Resnais,2012,Joe McElhaney,US,Hunter College,,
No Home Movie,Chantal Akerman,2015,Joe McElhaney,US,Hunter College,,F
The Romance of Astrea and Celadon,Éric Rohmer,2009,Joe McElhaney,US,Hunter College,,M
The Strange Case of Angelica,Manoel de Oliveira,2010,Joe McElhaney,US,Hunter College,,M
Michelangelo Eye to Eye,Michelangelo Antonioni,2004,Joe McElhaney,US,Hunter College,,
Warming by the Devil's Fire,Charles Burnett,2003,Joe McElhaney,US,Hunter College,,
The New World,Terrence Malick,2005,Joe McElhaney,US,Hunter College,pass,M
Café Lumière,Hou Hsiao-hsien,2003,Joe McElhaney,US,Hunter College,,M
You Will Meet a Tall Dark Stranger,Woody Allen,2010,Joe McElhaney,US,Hunter College,pass,M
The Hateful Eight,Quentin Tarantino,2015,Joe McElhaney,US,Hunter College,pass,M
Eternal Sunshine of the Spotless Mind,Michel Gondry,2004,Drew McWeeny,US,HitFix,nopass,M
"Crouching Tiger, Hidden Dragon",Ang Lee,2000,Drew McWeeny,US,HitFix,,M
Holy Motors,Leos Carax,2012,Drew McWeeny,US,HitFix,nopass,
City of God,Fernando Meirelles and Kátia Lund,2002,Drew McWeeny,US,HitFix,nopass,
Enter the Void,Gaspar Noé,2009,Drew McWeeny,US,HitFix,nopass,M
Hedwig and the Angry Inch,John Cameron Mitchell,2001,Drew McWeeny,US,HitFix,pass,
Melancholia,Lars von Trier,2011,Drew McWeeny,US,HitFix,pass,M
Mad Max: Fury Road,George Miller,2015,Drew McWeeny,US,HitFix,pass,M
The Lord of the Rings: The Fellowship of the Ring,Peter Jackson,2001,Drew McWeeny,US,HitFix,nopass,M
Grizzly Man,Werner Herzog,2005,Drew McWeeny,US,HitFix,,M
Inherent Vice,Paul Thomas Anderson,2014,Kim Morgan,US,Sight & Sound/Criterion,nopass,M
Mulholland Drive,David Lynch,2001,Kim Morgan,US,Sight & Sound/Criterion,,M
Melancholia,Lars von Trier,2011,Kim Morgan,US,Sight & Sound/Criterion,pass,M
There Will Be Blood,Paul Thomas Anderson,2007,Kim Morgan,US,Sight & Sound/Criterion,nopass,M
Under the Skin,Jonathan Glazer,2013,Kim Morgan,US,Sight & Sound/Criterion,nopass,
Fat Girl,Catherine Breillat,2001,Kim Morgan,US,Sight & Sound/Criterion,pass,F
A Serious Man,Joel and Ethan Coen,2009,Kim Morgan,US,Sight & Sound/Criterion,nopass,M
Battle Royale,Kinji Fukasaku,2000,Kim Morgan,US,Sight & Sound/Criterion,pass,M
The Turin Horse,Béla Tarr and Ágnes Hranitzky,2011,Kim Morgan,US,Sight & Sound/Criterion,,
Bad Lieutenant: Port of Call New Orleans,Werner Herzog,2009,Kim Morgan,US,Sight & Sound/Criterion,,M
Mulholland Drive,David Lynch,2001,Kate Muir,UK,The Times,,M
The Tree of Life,Terrence Malick,2011,Kate Muir,UK,The Times,nopass,M
Night Will Fall,André Singer,2014,Kate Muir,UK,The Times,,
12 Years a Slave,Steve McQueen,2013,Kate Muir,UK,The Times,pass,M
We Need to Talk About Kevin,Lynne Ramsay,2011,Kate Muir,UK,The Times,pass,F
Boyhood,Richard Linklater,2014,Kate Muir,UK,The Times,pass,M
Amour,Michael Haneke,2012,Kate Muir,UK,The Times,pass,M
The Lives of Others,Florian Henckel von Donnersmarck,2006,Kate Muir,UK,The Times,,M
Nostalgia for the Light,Patricio Guzmán,2010,Kate Muir,UK,The Times,,
Red Road,Andrea Arnold,2006,Kate Muir,UK,The Times,pass,
Before Midnight,Richard Linklater,2013,Chris Nashawaty,US,Entertainment Weekly,pass,M
Eternal Sunshine of the Spotless Mind,Michel Gondry,2004,Chris Nashawaty,US,Entertainment Weekly,nopass,M
Munich,Steven Spielberg,2005,Chris Nashawaty,US,Entertainment Weekly,nopass,M
The Social Network,David Fincher,2010,Chris Nashawaty,US,Entertainment Weekly,nopass,M
The Grand Budapest Hotel,Wes Anderson,2014,Chris Nashawaty,US,Entertainment Weekly,nopass,M
Sexy Beast,Jonathan Glazer,2000,Chris Nashawaty,US,Entertainment Weekly,nopass,
The Lobster,Yorgos Lanthimos,2015,Chris Nashawaty,US,Entertainment Weekly,pass,M
Inglourious Basterds,Quentin Tarantino,2009,Chris Nashawaty,US,Entertainment Weekly,pass,M
Best in Show,Christopher Guest,2000,Chris Nashawaty,US,Entertainment Weekly,pass,
Gladiator,Ridley Scott,2000,Chris Nashawaty,US,Entertainment Weekly,nopass,M
Yi Yi: A One and a Two,Edward Yang,2000,Farran Smith Nehme,US,The New York Post/Film Comment,,M
A Separation,Asghar Farhadi,2011,Farran Smith Nehme,US,The New York Post/Film Comment,pass,M
25th Hour,Spike Lee,2002,Farran Smith Nehme,US,The New York Post/Film Comment,nopass,M
"4 Months, 3 Weeks & 2 Days",Cristian Mungiu,2007,Farran Smith Nehme,US,The New York Post/Film Comment,,
WALL-E,Andrew Stanton,2008,Farran Smith Nehme,US,The New York Post/Film Comment,nopass,M
Phoenix,Christian Petzold,2014,Farran Smith Nehme,US,The New York Post/Film Comment,pass,
Selma,Ava DuVernay,2014,Farran Smith Nehme,US,The New York Post/Film Comment,pass,
Timbuktu,Abderrahmane Sissako,2014,Farran Smith Nehme,US,The New York Post/Film Comment,,
About Elly,Asghar Farhadi,2009,Farran Smith Nehme,US,The New York Post/Film Comment,pass,M
I’m Going Home,Manoel de Oliveira,2001,Farran Smith Nehme,US,The New York Post/Film Comment,,M
Inside Llewyn Davis,Joel and Ethan Coen,2013,Joe Neumaier,US,WOR-710AM New York,nopass,M
There Will Be Blood,Paul Thomas Anderson,2007,Joe Neumaier,US,WOR-710AM New York,nopass,M
Inside Out,Pete Docter,2015,Joe Neumaier,US,WOR-710AM New York,pass,
Carol,Todd Haynes,2015,Joe Neumaier,US,WOR-710AM New York,pass,M
Brooklyn,John Crowley,2015,Joe Neumaier,US,WOR-710AM New York,pass,
"Crouching Tiger, Hidden Dragon",Ang Lee,2000,Joe Neumaier,US,WOR-710AM New York,,M
Boyhood,Richard Linklater,2014,Joe Neumaier,US,WOR-710AM New York,pass,M
Fruitvale Station,Ryan Coogler,2013,Joe Neumaier,US,WOR-710AM New York,pass,M
Blue Valentine,Derek Cianfrance,2010,Joe Neumaier,US,WOR-710AM New York,nopass,M
Her,Spike Jonze,2013,Joe Neumaier,US,WOR-710AM New York,nopass,M
Good Bye Lenin!,Wolfgang Becker,2003,Chris Newbould,UAE,The National,,
Lost in Translation,Sofia Coppola,2003,Chris Newbould,UAE,The National,,F
Spotlight,Tom McCarthy,2015,Chris Newbould,UAE,The National,nopass,M
Pan's Labyrinth,Guillermo Del Toro,2006,Chris Newbould,UAE,The National,,
Mad Max: Fury Road,George Miller,2015,Chris Newbould,UAE,The National,pass,M
The Baader Meinhof Complex,Uli Edel,2008,Chris Newbould,UAE,The National,pass,
Boyhood,Richard Linklater,2014,Chris Newbould,UAE,The National,pass,M
No Man's Land,Danis Tanovic,2001,Chris Newbould,UAE,The National,,
Che,Steven Soderbergh,2008,Chris Newbould,UAE,The National,,M
Ghost World,Terry Zwigoff,2001,Chris Newbould,UAE,The National,pass,M
"Synecdoche, New York",Charlie Kaufman,2008,Amy Nicholson,US,MTV News,pass,
Eternal Sunshine of the Spotless Mind,Michel Gondry,2004,Amy Nicholson,US,MTV News,nopass,M
Django Unchained,Quentin Tarantino,2012,Amy Nicholson,US,MTV News,nopass,M
The Grand Budapest Hotel,Wes Anderson,2014,Amy Nicholson,US,MTV News,nopass,M
Alpha Dog,Nick Cassavetes,2006,Amy Nicholson,US,MTV News,,
Her,Spike Jonze,2013,Amy Nicholson,US,MTV News,nopass,M
Young Adult,Jason Reitman,2011,Amy Nicholson,US,MTV News,pass,M
The Dark Knight,Christopher Nolan,2008,Amy Nicholson,US,MTV News,pass,M
Tropic Thunder,Ben Stiller,2008,Amy Nicholson,US,MTV News,nopass,
Children of Men,Alfonso Cuarón,2006,Amy Nicholson,US,MTV News,pass,M
Memento,Christopher Nolan,2000,Ong Soh Chin,Singapore,Freelance,nopass,M
Oldboy,Park Chan-wook,2003,Ong Soh Chin,Singapore,Freelance,nopass,
The Circle,Jafar Panahi,2000,Ong Soh Chin,Singapore,Freelance,pass,M
The Lives of Others,Florian Henckel von Donnersmarck,2006,Ong Soh Chin,Singapore,Freelance,,M
Dirty Pretty Things,Stephen Frears,2002,Ong Soh Chin,Singapore,Freelance,pass,M
We Need to Talk About Kevin,Lynne Ramsay,2011,Ong Soh Chin,Singapore,Freelance,pass,F
The Imposter,Bart Layton,2012,Ong Soh Chin,Singapore,Freelance,,
A Girl Walks Home Alone at Night,Ana Lily Amirpour,2014,Ong Soh Chin,Singapore,Freelance,pass,
Mother,Bong Joon-ho,2009,Ong Soh Chin,Singapore,Freelance,,
Bone Tomahawk,S. Craig Zahler,2015,Ong Soh Chin,Singapore,Freelance,,
Boyhood,Richard Linklater,2014,Susanne Ostwald,Switzerland,Neue Zürcher Zeitung,pass,M
Melancholia,Lars von Trier,2011,Susanne Ostwald,Switzerland,Neue Zürcher Zeitung,pass,M
The Great Beauty,Paolo Sorrentino,2013,Susanne Ostwald,Switzerland,Neue Zürcher Zeitung,,
The White Ribbon,Michael Haneke,2009,Susanne Ostwald,Switzerland,Neue Zürcher Zeitung,,M
A Separation,Asghar Farhadi,2011,Susanne Ostwald,Switzerland,Neue Zürcher Zeitung,pass,M
Winter Sleep,Nuri Bilge Ceylan,2014,Susanne Ostwald,Switzerland,Neue Zürcher Zeitung,,
Spirited Away,Hayao Miyazaki,2001,Susanne Ostwald,Switzerland,Neue Zürcher Zeitung,pass,M
The Artist,Michel Hazanavicius,2011,Susanne Ostwald,Switzerland,Neue Zürcher Zeitung,nopass,M
Spring Breakers,Harmony Korine,2012,Susanne Ostwald,Switzerland,Neue Zürcher Zeitung,pass,
The Queen,Stephen Frears,2006,Susanne Ostwald,Switzerland,Neue Zürcher Zeitung,pass,M
Caché,Michael Haneke,2005,Matthew Patches,US,Thrillist,,M
Spirited Away,Hayao Miyazaki,2001,Matthew Patches,US,Thrillist,pass,M
Eternal Sunshine of the Spotless Mind,Michel Gondry,2004,Matthew Patches,US,Thrillist,nopass,M
The Tree of Life,Terrence Malick,2011,Matthew Patches,US,Thrillist,nopass,M
The Grand Budapest Hotel,Wes Anderson,2014,Matthew Patches,US,Thrillist,nopass,M
The Comedy,Rick Alverson,2012,Matthew Patches,US,Thrillist,,
Zero Dark Thirty,Kathryn Bigelow,2012,Matthew Patches,US,Thrillist,pass,F
No Country For Old Men,Joel and Ethan Coen,2007,Matthew Patches,US,Thrillist,,M
Memories of Murder,Bong Joon-ho,2003,Matthew Patches,US,Thrillist,pass,
Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,Larry Charles,2006,Matthew Patches,US,Thrillist,nopass,M
There Will Be Blood,Paul Thomas Anderson,2007,Steve Persall,US,Tampa Bay Times,nopass,M
Pan's Labyrinth,Guillermo Del Toro,2006,Steve Persall,US,Tampa Bay Times,,
Children of Men,Alfonso Cuarón,2006,Steve Persall,US,Tampa Bay Times,pass,M
Brokeback Mountain,Ang Lee,2005,Steve Persall,US,Tampa Bay Times,nopass,M
The Dark Knight,Christopher Nolan,2008,Steve Persall,US,Tampa Bay Times,pass,M
Almost Famous,Cameron Crowe,2000,Steve Persall,US,Tampa Bay Times,pass,M
A Serious Man,Joel and Ethan Coen,2009,Steve Persall,US,Tampa Bay Times,nopass,M
Kill Bill: Vol. 1,Quentin Tarantino,2003,Steve Persall,US,Tampa Bay Times,pass,M
Donnie Darko,Richard Kelly,2001,Steve Persall,US,Tampa Bay Times,pass,M
"O Brother, Where Art Thou?",Joel and Ethan Coen,2000,Steve Persall,US,Tampa Bay Times,nopass,M
There Will Be Blood,Paul Thomas Anderson,2007,Michael Phillips,US,Chicago Tribune,nopass,M
Ratatouille,Brad Bird and Jan Pinkava,2007,Michael Phillips,US,Chicago Tribune,nopass,
Climates,Nuri Bilge Ceylan,2006,Michael Phillips,US,Chicago Tribune,,
Mulholland Drive,David Lynch,2001,Michael Phillips,US,Chicago Tribune,,M
Y Tu Mamá También,Alfonso Cuarón,2001,Michael Phillips,US,Chicago Tribune,,M
Her,Spike Jonze,2013,Michael Phillips,US,Chicago Tribune,nopass,M
Boyhood,Richard Linklater,2014,Michael Phillips,US,Chicago Tribune,pass,M
Poetry,Lee Chang-dong,2010,Michael Phillips,US,Chicago Tribune,pass,
The Grand Budapest Hotel,Wes Anderson,2014,Michael Phillips,US,Chicago Tribune,nopass,M
Zodiac,David Fincher,2007,Michael Phillips,US,Chicago Tribune,nopass,M
Yi Yi: A One and a Two,Edward Yang,2000,Keith Phipps,US,Uproxx,,M
Y Tu Mamá También,Alfonso Cuarón,2001,Keith Phipps,US,Uproxx,,M
Mulholland Drive,David Lynch,2001,Keith Phipps,US,Uproxx,,M
Waking Life,Richard Linklater,2001,Keith Phipps,US,Uproxx,pass,M
In the Mood for Love,Wong Kar-wai,2000,Keith Phipps,US,Uproxx,,M
Moonrise Kingdom,Wes Anderson,2012,Keith Phipps,US,Uproxx,pass,M
25th Hour,Spike Lee,2002,Keith Phipps,US,Uproxx,nopass,M
Certified Copy,Abbas Kiarostami,2010,Keith Phipps,US,Uproxx,pass,M
